sigmoid,1,0.7964166666666667,0.5351094196003806
sigmoid,2,0.79625,0.532594150258077
sigmoid,3,0.7975,0.5339470655926353
sigmoid,4,0.7978333333333333,0.5276479750778817
sigmoid,5,0.80025,0.528798899154708
sigmoid,6,0.7980833333333334,0.5319683214216728
sigmoid,7,0.8020833333333334,0.533856722276742
sigmoid,8,0.8015,0.5296208530805687
sigmoid,9,0.7989166666666667,0.5329978711050901
sigmoid,10,0.8009166666666667,0.5307405224906698
sigmoid,11,0.8011666666666667,0.5263993648273125
sigmoid,12,0.8003333333333333,0.5311154598825831
sigmoid,13,0.8,0.5260663507109006
sigmoid,14,0.7999166666666667,0.5336958632744223
sigmoid,15,0.8019166666666667,0.5286535792187189
sigmoid,16,0.8026666666666666,0.5303451011503373
sigmoid,17,0.8013333333333333,0.5290399051758199
sigmoid,18,0.803,0.5268214571657326
sigmoid,19,0.7996666666666666,0.5258382642998027
sigmoid,20,0.7993333333333333,0.5259842519685038
sigmoid,21,0.8005,0.5302197802197802
sigmoid,22,0.7970833333333334,0.5278262555749467
sigmoid,23,0.8008333333333333,0.524661893396977
sigmoid,24,0.8005,0.5270644014223628
sigmoid,25,0.8015,0.5288765822784811
sigmoid,26,0.8026666666666666,0.5267785771382894
sigmoid,27,0.8030833333333334,0.5231079717457114
sigmoid,28,0.7970833333333334,0.52617240708309
sigmoid,29,0.8011666666666667,0.5275247524752475
sigmoid,30,0.8,0.5292271479011378
sigmoid,31,0.7971666666666667,0.5290247678018576
sigmoid,32,0.8025,0.5242874347651545
sigmoid,33,0.80225,0.5277611940298508
sigmoid,34,0.8000833333333334,0.5306202308745842
sigmoid,35,0.8003333333333333,0.524036551450139
sigmoid,36,0.8029166666666666,0.5284147557328017
sigmoid,37,0.8015,0.5260644647831277
sigmoid,38,0.8003333333333333,0.5262949782522737
sigmoid,39,0.8016666666666666,0.525707453168593
sigmoid,40,0.8029166666666666,0.5253863134657837
sigmoid,41,0.7995,0.5274941084053416
sigmoid,42,0.799,0.5298245614035088
sigmoid,43,0.8023333333333333,0.5233118971061093
sigmoid,44,0.7986666666666666,0.528309254197579
sigmoid,45,0.8033333333333333,0.5272435897435898
sigmoid,46,0.79975,0.5278050697583022
sigmoid,47,0.7996666666666666,0.5302852676826886
sigmoid,48,0.79725,0.5283969761581703
sigmoid,49,0.8000833333333334,0.5274768564112664
sigmoid,50,0.7995,0.527122641509434
sigmoid,51,0.80025,0.5260035594225825
sigmoid,52,0.80375,0.5258707469297362
sigmoid,53,0.8041666666666667,0.5271629778672032
sigmoid,54,0.8013333333333333,0.5264203416765992
sigmoid,55,0.80325,0.5225480283114258
sigmoid,56,0.8004166666666667,0.5332293899824596
sigmoid,57,0.8016666666666666,0.5258964143426295
sigmoid,58,0.8005833333333333,0.524349035976943
sigmoid,59,0.7951666666666667,0.5287576687116564
sigmoid,60,0.806,0.5235366352844864
sigmoid,61,0.7991666666666667,0.5254037022449783
sigmoid,62,0.8015,0.5275684252280841
sigmoid,63,0.8005833333333333,0.5286586566870198
sigmoid,64,0.8069166666666666,0.5243276534592486
sigmoid,65,0.8008333333333333,0.5231444533120512
sigmoid,66,0.8020833333333334,0.5312808367870534
sigmoid,67,0.8018333333333333,0.5291089108910891
sigmoid,68,0.7955,0.5309633027522935
sigmoid,69,0.8030833333333334,0.5244515999195009
sigmoid,70,0.8011666666666667,0.5203055890631283
sigmoid,71,0.80175,0.5254338719329742
sigmoid,72,0.8055,0.5219172470299057
sigmoid,73,0.7996666666666666,0.5289968652037618
sigmoid,74,0.7995833333333333,0.5314630820183127
sigmoid,75,0.7995833333333333,0.5266679787443418
sigmoid,76,0.8010833333333334,0.5257301808066759
