sigmoid,sigmoid,4,4,0.7981666666666667,0.5360153256704981
sigmoid,sigmoid,14,4,0.797,0.5302738141149249
sigmoid,sigmoid,24,4,0.7954166666666667,0.5256038647342995
sigmoid,sigmoid,34,4,0.798,0.5228346456692913
sigmoid,sigmoid,44,4,0.7964166666666667,0.5266421236194536
sigmoid,sigmoid,54,4,0.8018333333333333,0.5257279617072198
sigmoid,sigmoid,64,4,0.7918333333333333,0.5299209634926609
sigmoid,sigmoid,74,4,0.7941666666666667,0.5320197044334976
sigmoid,sigmoid,84,4,0.799,0.5274294670846394
sigmoid,sigmoid,94,4,0.79975,0.5272476883730081
sigmoid,sigmoid,104,4,0.7954166666666667,0.52153576300916
sigmoid,sigmoid,4,14,0.798,0.5324074074074073
sigmoid,sigmoid,14,14,0.7949166666666667,0.5298949379178607
sigmoid,sigmoid,24,14,0.8013333333333333,0.5245313123254887
sigmoid,sigmoid,34,14,0.79575,0.5318051575931232
sigmoid,sigmoid,44,14,0.8026666666666666,0.5265893642542983
sigmoid,sigmoid,54,14,0.7959166666666667,0.5307530178195058
sigmoid,sigmoid,64,14,0.8008333333333333,0.5317398119122256
sigmoid,sigmoid,74,14,0.7984166666666667,0.5300174859141247
sigmoid,sigmoid,84,14,0.8011666666666667,0.5214600882470918
sigmoid,sigmoid,94,14,0.8021666666666667,0.5231016472478907
sigmoid,sigmoid,104,14,0.8,0.526253454401895
sigmoid,sigmoid,4,24,0.7929166666666667,0.5317505181835313
sigmoid,sigmoid,14,24,0.80075,0.5296084989179619
sigmoid,sigmoid,24,24,0.7961666666666667,0.5296153846153846
sigmoid,sigmoid,34,24,0.8,0.5258790991702885
sigmoid,sigmoid,44,24,0.8026666666666666,0.5294117647058824
sigmoid,sigmoid,54,24,0.8026666666666666,0.5196754563894523
sigmoid,sigmoid,64,24,0.8016666666666666,0.5230460921843688
sigmoid,sigmoid,74,24,0.8020833333333334,0.522996585659771
sigmoid,sigmoid,84,24,0.7976666666666666,0.5294573643410853
sigmoid,sigmoid,94,24,0.8013333333333333,0.5241516966067864
sigmoid,sigmoid,104,24,0.7981666666666667,0.5282430853135955
sigmoid,sigmoid,4,34,0.7975833333333333,0.531533269045323
sigmoid,sigmoid,14,34,0.79475,0.527889591719379
sigmoid,sigmoid,24,34,0.8,0.5299647473560517
sigmoid,sigmoid,34,34,0.8021666666666667,0.5190437601296596
sigmoid,sigmoid,44,34,0.8033333333333333,0.5241935483870968
sigmoid,sigmoid,54,34,0.8006666666666666,0.5223642172523961
sigmoid,sigmoid,64,34,0.8005833333333333,0.5275419545903258
sigmoid,sigmoid,74,34,0.80275,0.5205590439538181
sigmoid,sigmoid,84,34,0.80275,0.5224934436150898
sigmoid,sigmoid,94,34,0.7991666666666667,0.5244672454617205
sigmoid,sigmoid,104,34,0.8026666666666666,0.523924406915963
sigmoid,sigmoid,4,44,0.79675,0.5317719331925513
sigmoid,sigmoid,14,44,0.7976666666666666,0.5321772639691715
sigmoid,sigmoid,24,44,0.8024166666666667,0.5224572004028197
sigmoid,sigmoid,34,44,0.8010833333333334,0.5276073619631901
sigmoid,sigmoid,44,44,0.80175,0.5239143486091655
sigmoid,sigmoid,54,44,0.8005833333333333,0.5245380488774091
sigmoid,sigmoid,64,44,0.802,0.5240384615384615
