elu,elu,80,10,0.9809727518492619,0.10099682162556622,1.0048522305043084,0.10193224202041795,0.007809282624592241,0.9168027425824773,6
elu,elu,80,20,0.9811167548293462,0.10086485145968027,1.0066901998082884,0.10028959156699524,0.007019738301580385,0.9252142607003263,6
elu,elu,80,40,0.9798987774663661,0.10198105526701651,1.0038099284442876,0.10286377985828554,0.008042802731414646,0.9143149042785735,6
elu,elu,80,60,0.982193307862278,0.09987825463885136,1.002355266183316,0.1041638568603267,0.007972223739927686,0.9150668271894589,6
elu,elu,80,80,0.9771818313515144,0.10447097477611522,1.0018427570802728,0.1046219022197753,0.006753515124857832,0.9280505056192319,6
elu,elu,80,100,0.978434090928394,0.10332335335886145,1.0035772413602595,0.10307173955775206,0.007668269161062458,0.9183050487466413,6
elu,elu,80,140,0.9807991800079964,0.10115588989395585,1.0015192961041626,0.10491098937586729,0.008100993428461198,0.9136949617519398,6
elu,elu,80,180,0.9851290970765062,0.09718777844605897,1.001636613474031,0.10480613918582793,0.009820505038673027,0.8953759103173424,6
elu,elu,80,250,0.9804650193884608,0.10146212822573808,1.0027855742950487,0.1037792770888808,0.010616505073981278,0.886895615388158,6
elu,elu,80,300,0.9814738644744465,0.10053758171098626,1.0025475075355914,0.10399204477195378,0.010814728578483817,0.8847838142505775,6
