elu,elu,10,10,0.9777851000301027,0.10391811491487835,1.0113727228025116,0.0961046748205805,0.009419550493344716,0.8996475342454298,6
elu,elu,10,20,0.9739537469594202,0.1074293221135747,1.0062969774575847,0.10064102663790797,0.008649374104385233,0.9078527134365858,6
elu,elu,10,40,0.9771872763924362,0.10446598471998392,1.0098200401733237,0.0974923556808287,0.007675133436015473,0.9182319192573266,6
elu,elu,10,60,0.9836418758711382,0.09855072822020017,1.0099988935317188,0.09733250885986833,0.00996476270702804,0.8938390415746504,6
elu,elu,10,80,0.9797524022224805,0.1021151994715731,1.007012194858885,0.10000181455422541,0.007267580196203645,0.9225738432769789,6
elu,elu,10,100,0.9815466613402622,0.10047086771345615,1.0064682502254738,0.10048795482695716,0.01004390850373455,0.8929958510360765,6
elu,elu,10,140,0.9805542105984005,0.10138038978696107,1.0017668483615287,0.10468974420766564,0.008777742342307186,0.906485124907904,6
elu,elu,10,180,0.9780793237612563,0.1036484763658343,1.0046091421053873,0.10214949769919601,0.00855025997101214,0.908908639372982,6
elu,elu,10,250,0.9826767647476501,0.09943519515963828,1.0042879345665046,0.10243657088820202,0.009493307336061605,0.8988617556630929,6
elu,elu,10,300,0.9887222370529147,0.09389487937924379,1.0070514707065876,0.09996671250497047,0.010957922515294132,0.8832582781169613,6
